order_id,customer_id,full_name,email,phone,product_name,quantity,unit_price
ORD000043,CUST000043,User33,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,33,50000
ORD000044,CUST000044,User34,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,34,50000
ORD000045,CUST000045,User35,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,35,50000
ORD000046,CUST000046,User36,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,36,50000
ORD000047,CUST000047,User37,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,37,50000
ORD000048,CUST000048,User38,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,38,50000
ORD000049,CUST000049,User39,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,39,50000
ORD000050,CUST000050,User40,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,40,50000
ORD000051,CUST000051,User41,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,41,50000
ORD000052,CUST000052,User42,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,42,50000
ORD000053,CUST000053,User43,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,43,50000
ORD000054,CUST000054,User44,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,44,50000
ORD000055,CUST000055,User45,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,45,50000
ORD000056,CUST000056,User46,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,46,50000
ORD000057,CUST000057,User47,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,47,50000
ORD000058,CUST000058,User48,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,48,50000
ORD000059,CUST000059,User49,jandhyala.ramkrishna@gmail.com,9.20E+11,stopped product,49,50000
ORD000060,CUST000060,User50,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,50,50000
ORD000061,CUST000061,User51,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,51,50000
ORD000062,CUST000062,User52,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,52,50000
ORD000063,CUST000063,User53,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,53,50000
ORD000064,CUST000064,User54,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,54,50000
ORD000065,CUST000065,User55,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,55,50000
ORD000066,CUST000066,User56,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,56,50000
ORD000067,CUST000067,User57,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,57,50000
ORD000068,CUST000068,User58,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,58,50000
ORD000069,CUST000069,User59,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,59,50000
ORD000070,CUST000070,User60,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,60,50000
ORD000071,CUST000071,User61,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,61,50000
ORD000072,CUST000072,User62,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,62,50000
ORD000073,CUST000073,User63,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,63,50000
ORD000074,CUST000074,User64,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,64,50000
ORD000075,CUST000075,User65,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,65,50000
ORD000076,CUST000076,User66,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,66,50000
ORD000077,CUST000077,User67,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,67,50000
ORD000078,CUST000078,User68,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,68,50000
ORD000079,CUST000079,User69,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,69,50000
ORD000080,CUST000080,User70,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,70,50000
ORD000081,CUST000081,User71,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,71,50000
ORD000082,CUST000082,User72,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,72,50000
ORD000083,CUST000083,User73,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,73,50000
ORD000084,CUST000084,User74,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,74,50000
ORD000085,CUST000085,User75,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,75,50000
ORD000086,CUST000086,User76,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,76,50000
ORD000087,CUST000087,User77,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,77,50000
ORD000088,CUST000088,User78,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,78,50000
ORD000089,CUST000089,User79,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,79,50000
ORD000090,CUST000090,User80,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,80,50000
ORD000091,CUST000091,User81,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,81,50000
ORD000092,CUST000092,User82,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,82,50000
ORD000093,CUST000093,User83,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,83,50000
ORD000094,CUST000094,User84,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,84,50000
ORD000095,CUST000095,User85,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,85,50000
ORD000096,CUST000096,User86,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,86,50000
ORD000097,CUST000097,User87,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,87,50000
ORD000098,CUST000098,User88,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,88,50000
ORD000099,CUST000099,User89,jandhyala.ramkrishna@gmail.com,9.20E+11,danger product,89,50000
ORD000100,CUST000100,User90,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,90,50000
ORD000101,CUST000101,User91,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,91,50000
ORD000102,CUST000102,User92,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,92,50000
ORD000103,CUST000103,User93,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,93,50000
ORD000104,CUST000104,User94,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,94,50000
ORD000105,CUST000105,User95,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,95,50000
ORD000106,CUST000106,User96,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,96,50000
ORD000107,CUST000107,User97,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,97,50000
ORD000108,CUST000108,User98,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,98,50000
ORD000109,CUST000109,User99,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,99,50000
ORD000110,CUST000110,User100,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,100,50000
ORD000111,CUST000111,User101,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,101,50000
ORD000112,CUST000112,User102,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,102,50000
ORD000113,CUST000113,User103,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,103,50000
ORD000114,CUST000114,User104,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,104,50000
ORD000115,CUST000115,User105,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,105,50000
ORD000116,CUST000116,User106,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,106,50000
ORD000117,CUST000117,User107,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,107,50000
ORD000118,CUST000118,User108,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,108,50000
ORD000119,CUST000119,User109,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,109,50000
ORD000120,CUST000120,User110,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,110,50000
ORD000121,CUST000121,User111,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,111,50000
ORD000122,CUST000122,User112,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,112,50000
ORD000123,CUST000123,User113,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,113,50000
ORD000124,CUST000124,User114,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,114,50000
ORD000125,CUST000125,User115,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,115,50000
ORD000126,CUST000126,User116,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,116,50000
ORD000127,CUST000127,User117,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,117,50000
ORD000128,CUST000128,User118,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,118,50000
ORD000129,CUST000129,User119,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,119,50000
ORD000130,CUST000130,User120,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,120,50000
ORD000131,CUST000131,User121,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,121,50000
ORD000132,CUST000132,User122,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,122,50000
ORD000133,CUST000133,User123,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,123,50000
ORD000134,CUST000134,User124,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,124,50000
ORD000135,CUST000135,User125,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,125,50000
ORD000136,CUST000136,User126,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,126,50000
ORD000137,CUST000137,User127,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,127,50000
ORD000138,CUST000138,User128,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,128,50000
ORD000139,CUST000139,User129,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,129,50000
ORD000140,CUST000140,User130,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,130,50000
ORD000141,CUST000141,User131,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,131,50000
ORD000142,CUST000142,User132,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,132,50000
ORD000143,CUST000143,User133,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,133,50000
ORD000144,CUST000144,User134,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,134,50000
ORD000145,CUST000145,User135,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,135,50000
ORD000146,CUST000146,User136,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,136,50000
ORD000147,CUST000147,User137,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,137,50000
ORD000148,CUST000148,User138,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,138,50000
ORD000149,CUST000149,User139,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,139,50000
ORD000150,CUST000150,User140,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,140,50000
ORD000151,CUST000151,User141,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,141,50000
ORD000152,CUST000152,User142,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,142,50000
ORD000153,CUST000153,User143,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,143,50000
ORD000154,CUST000154,User144,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,144,50000
ORD000155,CUST000155,User145,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,145,50000
ORD000156,CUST000156,User146,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,146,50000
ORD000157,CUST000157,User147,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,147,50000
ORD000158,CUST000158,User148,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,148,50000
ORD000159,CUST000159,User149,jandhyala.ramkrishna@gmail.com,9.20E+11,danger product,149,50000
ORD000160,CUST000160,User150,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,150,50000
ORD000161,CUST000161,User151,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,151,50000
ORD000162,CUST000162,User152,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,152,50000
ORD000163,CUST000163,User153,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,153,50000
ORD000164,CUST000164,User154,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,154,50000
ORD000165,CUST000165,User155,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,155,50000
ORD000166,CUST000166,User156,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,156,50000
ORD000167,CUST000167,User157,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,157,50000
ORD000168,CUST000168,User158,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,158,50000
ORD000169,CUST000169,User159,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,159,50000
ORD000170,CUST000170,User160,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,160,50000
ORD000171,CUST000171,User161,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,161,50000
ORD000172,CUST000172,User162,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,162,50000
ORD000173,CUST000173,User163,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,163,50000
ORD000174,CUST000174,User164,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,164,50000
ORD000175,CUST000175,User165,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,165,50000
ORD000176,CUST000176,User166,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,166,50000
ORD000177,CUST000177,User167,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,167,50000
ORD000178,CUST000178,User168,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,168,50000
ORD000179,CUST000179,User169,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,169,50000
ORD000180,CUST000180,User170,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,170,50000
ORD000181,CUST000181,User171,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,171,50000
ORD000182,CUST000182,User172,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,172,50000
ORD000183,CUST000183,User173,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,173,50000
ORD000184,CUST000184,User174,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,174,50000
ORD000185,CUST000185,User175,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,175,50000
ORD000186,CUST000186,User176,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,176,50000
ORD000187,CUST000187,User177,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,177,50000
ORD000188,CUST000188,User178,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,178,50000
ORD000189,CUST000189,User179,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,179,50000
ORD000190,CUST000190,User180,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,180,50000
ORD000191,CUST000191,User181,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,181,50000
ORD000192,CUST000192,User182,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,182,50000
ORD000193,CUST000193,User183,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,183,50000
ORD000194,CUST000194,User184,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,184,50000
ORD000195,CUST000195,User185,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,185,50000
ORD000196,CUST000196,User186,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,186,50000
ORD000197,CUST000197,User187,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,187,50000
ORD000198,CUST000198,User188,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,188,50000
ORD000199,CUST000199,User189,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,189,50000
ORD000200,CUST000200,User190,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,190,50000
ORD000201,CUST000201,User191,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,191,50000
ORD000202,CUST000202,User192,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,192,50000
ORD000203,CUST000203,User193,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,193,50000
ORD000204,CUST000204,User194,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,194,50000
ORD000205,CUST000205,User195,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,195,50000
ORD000206,CUST000206,User196,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,196,50000
ORD000207,CUST000207,User197,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,197,50000
ORD000208,CUST000208,User198,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,198,50000
ORD000209,CUST000209,User199,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,199,50000
ORD000210,CUST000210,User200,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,200,50000
ORD000211,CUST000211,User201,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,201,50000
ORD000212,CUST000212,User202,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,202,50000
ORD000213,CUST000213,User203,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,203,50000
ORD000214,CUST000214,User204,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,204,50000
ORD000215,CUST000215,User205,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,205,50000
ORD000216,CUST000216,User206,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,206,50000
ORD000217,CUST000217,User207,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,207,50000
ORD000218,CUST000218,User208,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,208,50000
ORD000219,CUST000219,User209,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,209,50000
ORD000220,CUST000220,User210,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,210,50000
ORD000221,CUST000221,User211,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,211,50000
ORD000222,CUST000222,User212,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,212,50000
ORD000223,CUST000223,User213,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,213,50000
ORD000224,CUST000224,User214,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,214,50000
ORD000225,CUST000225,User215,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,215,50000
ORD000226,CUST000226,User216,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,216,50000
ORD000227,CUST000227,User217,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,217,50000
ORD000228,CUST000228,User218,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,218,50000
ORD000229,CUST000229,User219,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,219,50000
ORD000230,CUST000230,User220,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,220,50000
ORD000231,CUST000231,User221,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,221,50000
ORD000232,CUST000232,User222,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,222,50000
ORD000233,CUST000233,User223,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,223,50000
ORD000234,CUST000234,User224,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,224,50000
ORD000235,CUST000235,User225,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,225,50000
ORD000236,CUST000236,User226,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,226,50000
ORD000237,CUST000237,User227,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,227,50000
ORD000238,CUST000238,User228,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,228,50000
ORD000239,CUST000239,User229,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,229,50000
ORD000240,CUST000240,User230,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,230,50000
ORD000241,CUST000241,User231,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,231,50000
ORD000242,CUST000242,User232,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,232,50000
ORD000243,CUST000243,User233,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,233,50000
ORD000244,CUST000244,User234,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,234,50000
ORD000245,CUST000245,User235,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,235,50000
ORD000246,CUST000246,User236,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,236,50000
ORD000247,CUST000247,User237,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,237,50000
ORD000248,CUST000248,User238,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,238,50000
ORD000249,CUST000249,User239,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,239,50000
ORD000250,CUST000250,User240,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,240,50000
ORD000251,CUST000251,User241,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,241,50000
ORD000252,CUST000252,User242,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,242,50000
ORD000253,CUST000253,User243,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,243,50000
ORD000254,CUST000254,User244,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,244,50000
ORD000255,CUST000255,User245,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,245,50000
ORD000256,CUST000256,User246,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,246,50000
ORD000257,CUST000257,User247,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,247,50000
ORD000258,CUST000258,User248,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,248,50000
ORD000259,CUST000259,User249,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,249,50000
ORD000260,CUST000260,User250,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,250,50000
ORD000261,CUST000261,User251,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,251,50000
ORD000262,CUST000262,User252,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,252,50000
ORD000263,CUST000263,User253,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,253,50000
ORD000264,CUST000264,User254,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,254,50000
ORD000265,CUST000265,User255,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,255,50000
ORD000266,CUST000266,User256,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,256,50000
ORD000267,CUST000267,User257,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,257,50000
ORD000268,CUST000268,User258,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,258,50000
ORD000269,CUST000269,User259,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,259,50000
ORD000270,CUST000270,User260,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,260,50000
ORD000271,CUST000271,User261,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,261,50000
ORD000272,CUST000272,User262,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,262,50000
ORD000273,CUST000273,User263,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,263,50000
ORD000274,CUST000274,User264,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,264,50000
ORD000275,CUST000275,User265,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,265,50000
ORD000276,CUST000276,User266,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,266,50000
ORD000277,CUST000277,User267,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,267,50000
ORD000278,CUST000278,User268,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,268,50000
ORD000279,CUST000279,User269,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,269,50000
ORD000280,CUST000280,User270,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,270,50000
ORD000281,CUST000281,User271,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,271,50000
ORD000282,CUST000282,User272,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,272,50000
ORD000283,CUST000283,User273,jandhyala.ramkrishna@gmail.com,9.20E+11,iPhone,273,50000
ORD000284,CUST000284,User274,jandhyala.ramkrishna@gmail.com,9.20E+11,samsung ,274,50000
ORD000285,CUST000285,User275,jandhyala.ramkrishna@gmail.com,9.20E+11,nokia,275,50000
ORD000286,CUST000286,User276,jandhyala.ramkrishna@gmail.com,9.20E+11,oppo,276,50000
